"Status","IntValue","HexValue","Description"
"STATUS_MEMBER_IN_GROUP","-1073741721","0xC0000067","The specified user account is already in the specified group account. Also used to indicate a group cannot be deleted because it contains a member."
"STATUS_MEMBER_NOT_IN_GROUP","-1073741720","0xC0000068","The specified user account is not a member of the specified group account."
"STATUS_LAST_ADMIN","-1073741719","0xC0000069","Indicates the requested operation would disable, delete or could prevent logon for an administration account. This is not allowed to prevent creating a situation in which the system cannot be administrated."
"STATUS_WRONG_PASSWORD","-1073741718","0xC000006A","When trying to update a password, this return status indicates that the value provided as the current password is not correct."
"STATUS_ILL_FORMED_PASSWORD","-1073741717","0xC000006B","When trying to update a password, this return status indicates that the value provided for the new password contains values that are not allowed in passwords."
"STATUS_PASSWORD_RESTRICTION","-1073741716","0xC000006C","When trying to update a password, this status indicates that some password update rule has been violated. For example, the password may not meet length criteria."
"STATUS_LOGON_FAILURE","-1073741715","0xC000006D","The attempted logon is invalid. This is either due to a bad username or authentication information."
"STATUS_ACCOUNT_RESTRICTION","-1073741714","0xC000006E","Indicates a referenced user name and authentication information are valid, but some user account restriction has prevented successful authentication (such as time-of-day restrictions)."
"STATUS_INVALID_LOGON_HOURS","-1073741713","0xC000006F","The user account has time restrictions and may not be logged onto at this time."
"STATUS_INVALID_WORKSTATION","-1073741712","0xC0000070","The user account is restricted such that it may not be used to log on from the source workstation."
"STATUS_PASSWORD_EXPIRED","-1073741711","0xC0000071","The user account's password has expired."
"STATUS_ACCOUNT_DISABLED","-1073741710","0xC0000072","The referenced account is currently disabled and may not be logged on to."
"STATUS_NONE_MAPPED","-1073741709","0xC0000073","None of the information to be translated has been translated."
"STATUS_TOO_MANY_LUIDS_REQUESTED","-1073741708","0xC0000074","The number of LUIDs requested may not be allocated with a single allocation."
"STATUS_LUIDS_EXHAUSTED","-1073741707","0xC0000075","Indicates there are no more LUIDs to allocate."
"STATUS_INVALID_SUB_AUTHORITY","-1073741706","0xC0000076","Indicates the sub-authority value is invalid for the particular use."
"STATUS_INVALID_ACL","-1073741705","0xC0000077","Indicates the ACL structure is not valid."
"STATUS_INVALID_SID","-1073741704","0xC0000078","Indicates the SID structure is not valid."
"STATUS_INVALID_SECURITY_DESCR","-1073741703","0xC0000079","Indicates the SECURITY_DESCRIPTOR structure is not valid."
"STATUS_PROCEDURE_NOT_FOUND","-1073741702","0xC000007A","Indicates the specified procedure address cannot be found in the DLL."
"STATUS_INVALID_IMAGE_FORMAT","-1073741701","0xC000007B","{Bad Image} %hs is either not designed to run on Windows or it contains an error. Try installing the program again using the original installation media or contact your system administrator or the software vendor for support. Error status 0x"
"STATUS_NO_TOKEN","-1073741700","0xC000007C","An attempt was made to reference a token that doesn't exist. This is typically done by referencing the token associated with a thread when the thread is not impersonating a client."
"STATUS_BAD_INHERITANCE_ACL","-1073741699","0xC000007D","Indicates that an attempt to build either an inherited ACL or ACE was not successful. This can be caused by a number of things. One of the more probable causes is the replacement of a CreatorId with an SID that didn't fit into the ACE or ACL."
"STATUS_RANGE_NOT_LOCKED","-1073741698","0xC000007E","The range specified in NtUnlockFile was not locked."
"STATUS_DISK_FULL","-1073741697","0xC000007F","An operation failed because the disk was full."
"STATUS_SERVER_DISABLED","-1073741696","0xC0000080","The GUID allocation server is [already] disabled at the moment."
"STATUS_SERVER_NOT_DISABLED","-1073741695","0xC0000081","The GUID allocation server is [already] enabled at the moment."
"STATUS_TOO_MANY_GUIDS_REQUESTED","-1073741694","0xC0000082","Too many GUIDs were requested from the allocation server at once."
"STATUS_GUIDS_EXHAUSTED","-1073741693","0xC0000083","The GUIDs could not be allocated because the Authority Agent was exhausted."
"STATUS_INVALID_ID_AUTHORITY","-1073741692","0xC0000084","The value provided was an invalid value for an identifier authority."
"STATUS_AGENTS_EXHAUSTED","-1073741691","0xC0000085","There are no more authority agent values available for the given identifier authority value."
"STATUS_INVALID_VOLUME_LABEL","-1073741690","0xC0000086","An invalid volume label has been specified."
"STATUS_SECTION_NOT_EXTENDED","-1073741689","0xC0000087","A mapped section could not be extended."
"STATUS_NOT_MAPPED_DATA","-1073741688","0xC0000088","Specified section to flush does not map a data file."
"STATUS_RESOURCE_DATA_NOT_FOUND","-1073741687","0xC0000089","Indicates the specified image file did not contain a resource section."
"STATUS_RESOURCE_TYPE_NOT_FOUND","-1073741686","0xC000008A","Indicates the specified resource type cannot be found in the image file."
"STATUS_RESOURCE_NAME_NOT_FOUND","-1073741685","0xC000008B","Indicates the specified resource name cannot be found in the image file."
"STATUS_ARRAY_BOUNDS_EXCEEDED","-1073741684","0xC000008C","{EXCEPTION} Array bounds exceeded."
"STATUS_FLOAT_DENORMAL_OPERAND","-1073741683","0xC000008D","{EXCEPTION} Floating-point denormal operand."
"STATUS_FLOAT_DIVIDE_BY_ZERO","-1073741682","0xC000008E","{EXCEPTION} Floating-point division by zero."
"STATUS_FLOAT_INEXACT_RESULT","-1073741681","0xC000008F","{EXCEPTION} Floating-point inexact result."
"STATUS_FLOAT_INVALID_OPERATION","-1073741680","0xC0000090","{EXCEPTION} Floating-point invalid operation."
"STATUS_FLOAT_OVERFLOW","-1073741679","0xC0000091","{EXCEPTION} Floating-point overflow."
"STATUS_FLOAT_STACK_CHECK","-1073741678","0xC0000092","{EXCEPTION} Floating-point stack check."
"STATUS_FLOAT_UNDERFLOW","-1073741677","0xC0000093","{EXCEPTION} Floating-point underflow."
"STATUS_INTEGER_DIVIDE_BY_ZERO","-1073741676","0xC0000094","{EXCEPTION} Integer division by zero."
"STATUS_INTEGER_OVERFLOW","-1073741675","0xC0000095","{EXCEPTION} Integer overflow."
"STATUS_PRIVILEGED_INSTRUCTION","-1073741674","0xC0000096","{EXCEPTION} Privileged instruction."
"STATUS_TOO_MANY_PAGING_FILES","-1073741673","0xC0000097","An attempt was made to install more paging files than the system supports."
"STATUS_FILE_INVALID","-1073741672","0xC0000098","The volume for a file has been externally altered such that the opened file is no longer valid."
"STATUS_ALLOTTED_SPACE_EXCEEDED","-1073741671","0xC0000099","When a block of memory is allotted for future updates, such as the memory allocated to hold discretionary access control and primary group information, successive updates may exceed the amount of memory originally allotted. Since quota may already have been charged to several processes which have handles to the object, it is not reasonable to alter the size of the allocated memory. Instead, a request that requires more memory than has been allotted must fail and the STATUS_ALLOTED_SPACE_EXCEEDED error returned."
"STATUS_INSUFFICIENT_RESOURCES","-1073741670","0xC000009A","Insufficient system resources exist to complete the API."
"STATUS_DFS_EXIT_PATH_FOUND","-1073741669","0xC000009B","An attempt has been made to open a DFS exit path control file."
"STATUS_DEVICE_DATA_ERROR","-1073741668","0xC000009C","STATUS_DEVICE_DATA_ERROR"
"STATUS_DEVICE_NOT_CONNECTED","-1073741667","0xC000009D","STATUS_DEVICE_NOT_CONNECTED"
"STATUS_DEVICE_POWER_FAILURE","-1073741666","0xC000009E","STATUS_DEVICE_POWER_FAILURE"
"STATUS_FREE_VM_NOT_AT_BASE","-1073741665","0xC000009F","Virtual memory cannot be freed as base address is not the base of the region and a region size of zero was specified."
"STATUS_MEMORY_NOT_ALLOCATED","-1073741664","0xC00000A0","An attempt was made to free virtual memory which is not allocated."
"STATUS_WORKING_SET_QUOTA","-1073741663","0xC00000A1","The working set is not big enough to allow the requested pages to be locked."
"STATUS_MEDIA_WRITE_PROTECTED","-1073741662","0xC00000A2","{Write Protect Error} The disk cannot be written to because it is write protected. Please remove the write protection from the volume %hs in drive %hs."
"STATUS_DEVICE_NOT_READY","-1073741661","0xC00000A3","{Drive Not Ready} The drive is not ready for use; its door may be open. Please check drive %hs and make sure that a disk is inserted and that the drive door is closed."
"STATUS_INVALID_GROUP_ATTRIBUTES","-1073741660","0xC00000A4","The specified attributes are invalid, or incompatible with the attributes for the group as a whole."
"STATUS_BAD_IMPERSONATION_LEVEL","-1073741659","0xC00000A5","A specified impersonation level is invalid. Also used to indicate a required impersonation level was not provided."
"STATUS_CANT_OPEN_ANONYMOUS","-1073741658","0xC00000A6","An attempt was made to open an Anonymous level token. Anonymous tokens may not be opened."
"STATUS_BAD_VALIDATION_CLASS","-1073741657","0xC00000A7","The validation information class requested was invalid."
"STATUS_BAD_TOKEN_TYPE","-1073741656","0xC00000A8","The type of a token object is inappropriate for its attempted use."
"STATUS_BAD_MASTER_BOOT_RECORD","-1073741655","0xC00000A9","The type of a token object is inappropriate for its attempted use."
"STATUS_INSTRUCTION_MISALIGNMENT","-1073741654","0xC00000AA","An attempt was made to execute an instruction at an unaligned address and the host system does not support unaligned instruction references."
"STATUS_INSTANCE_NOT_AVAILABLE","-1073741653","0xC00000AB","The maximum named pipe instance count has been reached."
"STATUS_PIPE_NOT_AVAILABLE","-1073741652","0xC00000AC","An instance of a named pipe cannot be found in the listening state."
"STATUS_INVALID_PIPE_STATE","-1073741651","0xC00000AD","The named pipe is not in the connected or closing state."
"STATUS_PIPE_BUSY","-1073741650","0xC00000AE","The specified pipe is set to complete operations and there are current I/O operations queued so it cannot be changed to queue operations."
"STATUS_ILLEGAL_FUNCTION","-1073741649","0xC00000AF","The specified handle is not open to the server end of the named pipe."
"STATUS_PIPE_DISCONNECTED","-1073741648","0xC00000B0","The specified named pipe is in the disconnected state."
"STATUS_PIPE_CLOSING","-1073741647","0xC00000B1","The specified named pipe is in the closing state."
"STATUS_PIPE_CONNECTED","-1073741646","0xC00000B2","The specified named pipe is in the connected state."
"STATUS_PIPE_LISTENING","-1073741645","0xC00000B3","The specified named pipe is in the listening state."
"STATUS_INVALID_READ_MODE","-1073741644","0xC00000B4","The specified named pipe is not in message mode."
"STATUS_IO_TIMEOUT","-1073741643","0xC00000B5","{Device Timeout} The specified I/O operation on %hs was not completed before the time-out period expired."
"STATUS_FILE_FORCED_CLOSED","-1073741642","0xC00000B6","The specified file has been closed by another process."
"STATUS_PROFILING_NOT_STARTED","-1073741641","0xC00000B7","Profiling not started."
"STATUS_PROFILING_NOT_STOPPED","-1073741640","0xC00000B8","Profiling not stopped."
"STATUS_COULD_NOT_INTERPRET","-1073741639","0xC00000B9","The passed ACL did not contain the minimum required information."
"STATUS_FILE_IS_A_DIRECTORY","-1073741638","0xC00000BA","The file that was specified as a target is a directory and the caller specified that it could be anything but a directory."
"STATUS_NOT_SUPPORTED","-1073741637","0xC00000BB","The request is not supported."
"STATUS_REMOTE_NOT_LISTENING","-1073741636","0xC00000BC","This remote computer is not listening."
"STATUS_DUPLICATE_NAME","-1073741635","0xC00000BD","A duplicate name exists on the network."
"STATUS_BAD_NETWORK_PATH","-1073741634","0xC00000BE","The network path cannot be located."
"STATUS_NETWORK_BUSY","-1073741633","0xC00000BF","The network is busy."
"STATUS_DEVICE_DOES_NOT_EXIST","-1073741632","0xC00000C0","This device does not exist."
"STATUS_TOO_MANY_COMMANDS","-1073741631","0xC00000C1","The network BIOS command limit has been reached."
"STATUS_ADAPTER_HARDWARE_ERROR","-1073741630","0xC00000C2","An I/O adapter hardware error has occurred."
"STATUS_INVALID_NETWORK_RESPONSE","-1073741629","0xC00000C3","The network responded incorrectly."
"STATUS_UNEXPECTED_NETWORK_ERROR","-1073741628","0xC00000C4","An unexpected network error occurred."
"STATUS_BAD_REMOTE_ADAPTER","-1073741627","0xC00000C5","The remote adapter is not compatible."
"STATUS_PRINT_QUEUE_FULL","-1073741626","0xC00000C6","The printer queue is full."
"STATUS_NO_SPOOL_SPACE","-1073741625","0xC00000C7","Space to store the file waiting to be printed is not available on the server."
